q_speaker,assembly,q_party,q_sex,q_elect_type,q_birth,q_term_count,q_mona_cd
신계륜,17,열린우리당,,지역구,,4선,
김문수,17,한나라당,,지역구,,3선,
김혁규,17,열린우리당,,비례대표,,초선,
이화영,17,열린우리당,,지역구,,초선,
정의화,17,한나라당,,지역구,,5선,
박세일,17,한나라당,,비례대표,,초선,
홍준표,17,한나라당,,지역구,,5선,
박희태,17,한나라당,,지역구,,6선,
김원기,17,열린우리당,,지역구,,6선,
이덕모,17,한나라당,,지역구,,초선,
이경재,17,한나라당,,지역구,,4선,
고희선,17,한나라당,,지역구,,재선,
정두언,18,한나라당,,지역구,,3선,
황우여,18,한나라당,,지역구,,5선,
권영진,18,한나라당,,지역구,,재선,
서청원,18,친박연대,,비례대표,,8선,
임태희,18,한나라당,,지역구,,3선,
정세균,18,통합민주당,,지역구,,6선,
이용섭,18,통합민주당,,지역구,,재선,
이재선,18,자유선진당,,지역구,,3선,
최욱철,18,무소속,,지역구,,3선,
김성순,18,통합민주당,,지역구,,재선,
김성곤,18,통합민주당,,지역구,,4선,
박상은,18,한나라당,,지역구,,재선,
김세웅,18,통합민주당,,지역구,,초선,
송광호,18,한나라당,,지역구,,4선,
변웅전,18,자유선진당,,지역구,,3선,
유일호,18,한나라당,,지역구,,재선,
이종걸,18,통합민주당,,지역구,,5선,
박근혜,18,한나라당,,지역구,,5선,
윤진식,18,한나라당,,지역구,,재선,
조배숙,18,통합민주당,,지역구,,5선,
손학규,18,민주당,,지역구,,4선,
박우순,18,민주당,,지역구,,초선,
이계진,18,한나라당,,지역구,,재선,
한선교,18,무소속,,지역구,,4선,
변재일,18,통합민주당,,지역구,,5선,
구본철,18,한나라당,,지역구,,초선,
장세환,18,통합민주당,,지역구,,초선,
임두성,18,한나라당,,비례대표,,초선,
최경희,18,한나라당,,비례대표,,초선,
문국현,18,창조한국당,,지역구,,초선,
홍장표,18,친박연대,,지역구,,초선,
김노식,18,친박연대,,비례대표,,재선,
이달곤,18,한나라당,,비례대표,,재선,
허범도,18,한나라당,,지역구,,초선,
이명수,18,자유선진당,,지역구,,4선,
이용삼,18,통합민주당,,지역구,,4선,
이무영,18,무소속,,지역구,,초선,
원유철,18,한나라당,,지역구,,5선,
윤상일,18,친박연대,,비례대표,,초선,
김형태,19,새누리당,,지역구,,초선,
유기준,19,새누리당,,지역구,,4선,
유정복,19,새누리당,,지역구,,3선,
정희수,19,새누리당,,지역구,,3선,
김표,19,,,,,,
정미경,19,새누리당,,지역구,,재선,
홍철호,19,새누리당,,지역구,,재선,
유승민,19,새누리당,,지역구,,5선,
김무성,19,새누리당,,지역구,,6선,
이재균,19,새누리당,,지역구,,초선,
홍지만,19,새누리당,,지역구,,초선,
정두언,19,새누리당,,지역구,,3선,
박광온,19,새정치민주연합,,지역구,,3선,
박맹우,19,새누리당,,지역구,,재선,
김근태,19,새누리당,,지역구,,초선,
배덕광,19,새누리당,,지역구,,재선,
이개호,19,새정치민주연합,,지역구,,4선,
박민식,19,새누리당,,지역구,,재선,
김제식,19,새누리당,,지역구,,초선,
장정은,19,새누리당,,비례대표,,초선,
전순옥,19,민주통합당,,비례대표,,초선,
이정현,19,새누리당,,지역구,,3선,
김종훈,19,새누리당,,지역구,,초선,
김영주,19,민주통합당,,지역구,,4선,
서청원,19,새누리당,,지역구,,8선,
나경원,19,새누리당,,지역구,,5선,
진영,19,새누리당,,지역구,,4선,
김용남,19,새누리당,,지역구,,초선,
이개호,20,더불어민주당,,지역구,,4선,
안철수,20,국민의당,,지역구,,4선,
도종환,20,더불어민주당,,지역구,,3선,
임재훈,20,바른미래당,,비례대표,,초선,
김종태,20,새누리당,,지역구,,재선,
이규희,20,더불어민주당,,지역구,,초선,
송석준,20,새누리당,,지역구,,3선,
김정호,20,더불어민주당,,지역구,,3선,
이후삼,20,더불어민주당,,지역구,,초선,
송언석,20,자유한국당,,지역구,,3선,
김부겸,20,더불어민주당,,지역구,,4선,
김종인,20,더불어민주당,,비례대표,,5선,
홍일표,20,새누리당,,지역구,,3선,
김영춘,20,더불어민주당,,지역구,,3선,
최경환,20,자유한국당,,지역구,,4선,
배덕광,20,새누리당,,지역구,,재선,
문미옥,20,더불어민주당,,비례대표,,초선,
인재근,20,더불어민주당,,지역구,,3선,
전혜숙,20,더불어민주당,,지역구,,3선,
최도자,20,국민의당,,비례대표,,초선,
김광수,20,국민의당,,지역구,,초선,
기동민,20,더불어민주당,,지역구,,재선,
김상희,20,더불어민주당,,지역구,,4선,
김승희,20,새누리당,,비례대표,,초선,
윤일규,20,더불어민주당,,지역구,,초선,
유재중,20,새누리당,,지역구,,3선,
맹성규,20,더불어민주당,,지역구,,3선,
신상진,20,새누리당,,지역구,,4선,
정은혜,20,더불어민주당,,비례대표,,초선,
최경환(새),20,,,,,,
안민석,21,더불어민주당,,지역구,,5선,
태영호,21,미래통합당,,지역구,,초선,
윤건영,21,더불어민주당,,지역구,,재선,
박진,21,미래통합당,,지역구,,4선,
이낙연,21,더불어민주당,,지역구,,5선,
정진석,21,미래통합당,,지역구,,5선,
이상민,21,더불어민주당,,지역구,,5선,
지성호,21,미래한국당,,비례대표,,초선,
이용선,21,더불어민주당,,지역구,,재선,
조태용,21,미래한국당,,비례대표,,초선,
이재정,21,더불어민주당,,지역구,,3선,
전해철,21,더불어민주당,,지역구,,3선,
김기현,21,미래통합당,,지역구,,5선,
김영호,21,더불어민주당,,지역구,,3선,
김태호,21,무소속,,지역구,,4선,
김영주,21,더불어민주당,,지역구,,4선,
김석기,21,미래통합당,,지역구,,3선,
김태년,21,더불어민주당,,지역구,,5선,
이태규,21,국민의당,,비례대표,,재선,
김홍걸,21,더불어시민당,,비례대표,,초선,
황희,21,더불어민주당,,지역구,,3선,
안규백,21,더불어민주당,,지역구,,5선,
하태경,21,미래통합당,,지역구,,3선,
설훈,21,더불어민주당,,지역구,,5선,
홍준표,21,무소속,,지역구,,5선,
김민기,21,더불어민주당,,지역구,,3선,
김병기,21,더불어민주당,,지역구,,3선,
홍영표,21,더불어민주당,,지역구,,4선,
강대식,21,미래통합당,,지역구,,재선,
김진표,21,더불어민주당,,지역구,,5선,
김병주,21,더불어시민당,,비례대표,,재선,
신원식,21,미래한국당,,비례대표,,초선,
이채익,21,미래통합당,,지역구,,3선,
박성준,21,더불어민주당,,지역구,,재선,
한기호,21,미래통합당,,지역구,,4선,
윤주경,21,미래한국당,,비례대표,,초선,
강기윤,21,미래통합당,,지역구,,재선,
김성주,21,더불어민주당,,지역구,,재선,
김원이,21,더불어민주당,,지역구,,재선,
김미애,21,미래통합당,,지역구,,재선,
남인순,21,더불어민주당,,지역구,,4선,
서정숙,21,미래한국당,,비례대표,,초선,
이용호,21,무소속,,지역구,,재선,
서영석,21,더불어민주당,,지역구,,재선,
신현영,21,더불어시민당,,비례대표,,초선,
이종성,21,미래한국당,,비례대표,,초선,
인재근,21,더불어민주당,,지역구,,3선,
정춘숙,21,더불어민주당,,지역구,,재선,
조명희,21,미래한국당,,비례대표,,초선,
최종윤,21,더불어민주당,,지역구,,초선,
최혜영,21,더불어시민당,,비례대표,,초선,
백종헌,21,미래통합당,,지역구,,재선,
허종식,21,더불어민주당,,지역구,,재선,
최연숙,21,국민의당,,비례대표,,초선,
강병원,21,더불어민주당,,지역구,,재선,
강선우,21,더불어민주당,,지역구,,재선,
고영인,21,더불어민주당,,지역구,,초선,
권칠승,21,더불어민주당,,지역구,,3선,
박형수,21,미래통합당,,지역구,,재선,
서범수,21,미래통합당,,지역구,,재선,
김민철,21,더불어민주당,,지역구,,초선,
임호선,21,더불어민주당,,지역구,,재선,
이명수,21,미래통합당,,지역구,,4선,
박완주,21,더불어민주당,,지역구,,3선,
양기대,21,더불어민주당,,지역구,,초선,
이해식,21,더불어민주당,,지역구,,재선,
최춘식,21,미래통합당,,지역구,,초선,
한병도,21,더불어민주당,,지역구,,3선,
권영세,21,미래통합당,,지역구,,5선,
오영환,21,더불어민주당,,지역구,,초선,
김용판,21,미래통합당,,지역구,,초선,
한정애,21,더불어민주당,,지역구,,4선,
박재호,21,더불어민주당,,지역구,,재선,
김형동,21,미래통합당,,지역구,,재선,
이형석,21,더불어민주당,,지역구,,초선,
박완수,21,미래통합당,,지역구,,재선,
김영배,21,더불어민주당,,지역구,,재선,
이은주,21,정의당,,비례대표,,초선,
오영훈,21,더불어민주당,,지역구,,재선,
김진애,21,열린민주당,,비례대표,,재선,
김회재,21,더불어민주당,,지역구,,초선,
김은혜,21,미래통합당,,지역구,,재선,
정동만,21,미래통합당,,지역구,,재선,
하영제,21,미래통합당,,지역구,,초선,
김윤덕,21,더불어민주당,,지역구,,3선,
김상훈,21,미래통합당,,지역구,,4선,
문정복,21,더불어민주당,,지역구,,재선,
이헌승,21,미래통합당,,지역구,,4선,
문진석,21,더불어민주당,,지역구,,재선,
심상정,21,정의당,,지역구,,4선,
박상혁,21,더불어민주당,,지역구,,재선,
박영순,21,더불어민주당,,지역구,,초선,
김희국,21,미래통합당,,지역구,,재선,
소병훈,21,더불어민주당,,지역구,,3선,
이종배,21,미래통합당,,지역구,,4선,
장경태,21,더불어민주당,,지역구,,재선,
박성민,21,미래통합당,,지역구,,재선,
허영,21,더불어민주당,,지역구,,재선,
김교흥,21,더불어민주당,,지역구,,3선,
조오섭,21,더불어민주당,,지역구,,초선,
송석준,21,미래통합당,,지역구,,3선,
진성준,21,더불어민주당,,지역구,,3선,
천준호,21,더불어민주당,,지역구,,재선,
송언석,21,미래통합당,,지역구,,3선,
홍기원,21,더불어민주당,,지역구,,재선,
강준현,21,더불어민주당,,지역구,,재선,
조응천,21,더불어민주당,,지역구,,재선,
전주혜,21,미래한국당,,비례대표,,초선,
이양수,21,미래통합당,,지역구,,3선,
이수진(비),21,,,,,,
이수진,21,더불어민주당,,지역구,,초선,
권인숙,21,더불어시민당,,비례대표,,초선,
양금희,21,미래통합당,,지역구,,초선,
이원택,21,더불어민주당,,지역구,,재선,
임오경,21,더불어민주당,,지역구,,재선,
양경숙,21,더불어시민당,,비례대표,,초선,
유정주,21,더불어시민당,,비례대표,,초선,
김정재,21,미래통합당,,지역구,,3선,
노웅래,21,더불어민주당,,지역구,,4선,
김성원,21,미래통합당,,지역구,,3선,
안호영,21,더불어민주당,,지역구,,3선,
박대수,21,미래한국당,,비례대표,,초선,
양이원영,21,더불어시민당,,비례대표,,초선,
김웅,21,미래통합당,,지역구,,초선,
윤미향,21,더불어시민당,,비례대표,,초선,
박덕흠,21,미래통합당,,지역구,,4선,
임종성,21,더불어민주당,,지역구,,재선,
임이자,21,미래통합당,,지역구,,3선,
홍석준,21,미래통합당,,지역구,,초선,
윤준병,21,더불어민주당,,지역구,,재선,
장철민,21,더불어민주당,,지역구,,재선,
권명호,21,미래통합당,,지역구,,초선,
신영대,21,더불어민주당,,지역구,,재선,
강훈식,21,더불어민주당,,지역구,,3선,
이주환,21,미래통합당,,지역구,,초선,
고민정,21,더불어민주당,,지역구,,재선,
김성환,21,더불어민주당,,지역구,,3선,
김경만,21,더불어시민당,,비례대표,,초선,
윤영석,21,미래통합당,,지역구,,4선,
이동주,21,더불어시민당,,비례대표,,초선,
한무경,21,미래한국당,,비례대표,,초선,
신정훈,21,더불어민주당,,지역구,,3선,
홍정민,21,더불어민주당,,지역구,,초선,
이성만,21,더불어민주당,,지역구,,초선,
최승재,21,미래한국당,,비례대표,,초선,
류호정,21,정의당,,비례대표,,초선,
이소영,21,더불어민주당,,지역구,,재선,
구자근,21,미래통합당,,지역구,,재선,
조정훈,21,시대전환,,비례대표,,재선,
이장섭,21,더불어민주당,,지역구,,초선,
정태호,21,더불어민주당,,지역구,,재선,
김정호,21,더불어민주당,,지역구,,3선,
엄태영,21,미래통합당,,지역구,,재선,
황운하,21,더불어민주당,,지역구,,재선,
이규민,21,더불어민주당,,지역구,,초선,
이철규,21,미래통합당,,지역구,,3선,
송갑석,21,더불어민주당,,지역구,,재선,
이용,21,미래한국당,,비례대표,,초선,
배현진,21,미래통합당,,지역구,,재선,
이병훈,21,더불어민주당,,지역구,,초선,
김승원,21,더불어민주당,,지역구,,재선,
윤상현,21,국민의힘,,지역구,,5선,
이상직,21,더불어민주당,,지역구,,재선,
최형두,21,미래통합당,,지역구,,재선,
김승수,21,미래통합당,,지역구,,재선,
전용기,21,더불어시민당,,비례대표,,재선,
이상헌,21,더불어민주당,,지역구,,재선,
김예지,21,미래한국당,,비례대표,,재선,
이달곤,21,미래통합당,,지역구,,재선,
박정,21,더불어민주당,,지역구,,3선,
정정순,21,더불어민주당,,지역구,,초선,
박대출,21,미래통합당,,지역구,,4선,
양정숙,21,무소속,,비례대표,,초선,
우상호,21,더불어민주당,,지역구,,4선,
윤영찬,21,더불어민주당,,지역구,,초선,
정희용,21,미래통합당,,지역구,,재선,
황보승희,21,미래통합당,,지역구,,초선,
허은아,21,미래한국당,,비례대표,,초선,
김상희,21,더불어민주당,,지역구,,4선,
조정식,21,더불어민주당,,지역구,,6선,
한준호,21,더불어민주당,,지역구,,재선,
홍익표,21,더불어민주당,,지역구,,3선,
김영식,21,미래통합당,,지역구,,초선,
주호영,21,미래통합당,,지역구,,6선,
정필모,21,더불어시민당,,비례대표,,초선,
변재일,21,더불어민주당,,지역구,,5선,
박성중,21,미래통합당,,지역구,,재선,
이용빈,21,더불어민주당,,지역구,,초선,
조승래,21,더불어민주당,,지역구,,3선,
강은미,21,정의당,,비례대표,,초선,
김학용,21,국민의힘,,지역구,,4선,
신동근,21,더불어민주당,,지역구,,재선,
정청래,21,더불어민주당,,지역구,,4선,
김의겸,21,열린민주당,,비례대표,,초선,
송옥주,21,더불어민주당,,지역구,,3선,
김경협,21,더불어민주당,,지역구,,3선,
조은희,21,국민의힘,,지역구,,재선,
유기홍,21,더불어민주당,,지역구,,3선,
용혜인,21,기본소득당,,비례대표,,재선,
서병수,21,미래통합당,,지역구,,5선,
고용진,21,더불어민주당,,지역구,,재선,
서일준,21,미래통합당,,지역구,,재선,
정성호,21,더불어민주당,,지역구,,5선,
김수흥,21,더불어민주당,,지역구,,초선,
유경준,21,미래통합당,,지역구,,초선,
우원식,21,더불어민주당,,지역구,,5선,
김주영,21,더불어민주당,,지역구,,재선,
류성걸,21,미래통합당,,지역구,,재선,
정일영,21,더불어민주당,,지역구,,재선,
장혜영,21,정의당,,비례대표,,초선,
배준영,21,미래통합당,,지역구,,재선,
김두관,21,더불어민주당,,지역구,,재선,
김영진,21,더불어민주당,,지역구,,3선,
정운천,21,미래통합당,,비례대표,,재선,
박홍근,21,더불어민주당,,지역구,,4선,
김도읍,21,미래통합당,,지역구,,4선,
백혜련,21,더불어민주당,,지역구,,3선,
전혜숙,21,더불어민주당,,지역구,,3선,
임병헌,21,무소속,,지역구,,초선,
김승남,21,더불어민주당,,지역구,,재선,
어기구,21,더불어민주당,,지역구,,3선,
윤재갑,21,더불어민주당,,지역구,,초선,
주철현,21,더불어민주당,,지역구,,재선,
정점식,21,미래통합당,,지역구,,3선,
최인호,21,더불어민주당,,지역구,,재선,
서삼석,21,더불어민주당,,지역구,,3선,
이만희,21,미래통합당,,지역구,,3선,
김선교,21,미래통합당,,지역구,,재선,
이개호,21,더불어민주당,,지역구,,4선,
안병길,21,미래통합당,,지역구,,초선,
맹성규,21,더불어민주당,,지역구,,3선,
홍문표,21,미래통합당,,지역구,,4선,
정우택,21,국민의힘,,지역구,,5선,
최재형,21,국민의힘,,지역구,,초선,
권성동,21,무소속,,지역구,,5선,
김민석,21,더불어민주당,,지역구,,4선,
최영희,21,국민의힘,,비례대표,,초선,
서동용,21,더불어민주당,,지역구,,초선,
도종환,21,더불어민주당,,지역구,,3선,
강민정,21,열린민주당,,비례대표,,초선,
김병욱,21,더불어민주당,,지역구,,재선,
민형배,21,더불어민주당,,지역구,,재선,
박광온,21,더불어민주당,,지역구,,3선,
정경희,21,미래한국당,,비례대표,,초선,
강득구,21,더불어민주당,,지역구,,재선,
권은희,21,국민의당,,비례대표,,3선,
조경태,21,미래통합당,,지역구,,6선,
소병철,21,더불어민주당,,지역구,,초선,
윤영덕,21,더불어민주당,,지역구,,초선,
윤창현,21,미래한국당,,비례대표,,초선,
박용진,21,더불어민주당,,지역구,,재선,
민병덕,21,더불어민주당,,지역구,,재선,
강민국,21,미래통합당,,지역구,,재선,
김한규,21,더불어민주당,,지역구,,재선,
김희곤,21,미래통합당,,지역구,,초선,
이용우,21,더불어민주당,,지역구,,초선,
유의동,21,미래통합당,,지역구,,3선,
강성희,21,진보당,,지역구,,초선,
오기형,21,더불어민주당,,지역구,,재선,
윤한홍,21,미래통합당,,지역구,,3선,
김종민,21,더불어민주당,,지역구,,3선,
김한정,21,더불어민주당,,지역구,,재선,
김용민,21,더불어민주당,,지역구,,재선,
노용호,21,국민의힘,,비례대표,,초선,
박수영,21,미래통합당,,지역구,,재선,
양향자,21,더불어민주당,,지역구,,초선,
이인선,21,국민의힘,,지역구,,재선,
배진교,21,정의당,,비례대표,,초선,
윤후덕,21,더불어민주당,,지역구,,4선,
기동민,21,더불어민주당,,지역구,,재선,
성일종,21,미래통합당,,지역구,,3선,
윤재옥,21,미래통합당,,지역구,,4선,
전재수,21,더불어민주당,,지역구,,3선,
위성곤,21,더불어민주당,,지역구,,3선,
김용민,22,더불어민주당,,지역구,,재선,
정청래,22,더불어민주당,,지역구,,4선,
노용호,22,국민의힘,,,,초선,
김경만,22,더불어시민당,,,,초선,
이인선,22,국민의힘,,지역구,,재선,
김성환,22,더불어민주당,,지역구,,3선,
권명호,22,미래통합당,,,,초선,
이동주,22,더불어시민당,,,,초선,
박수영,22,국민의힘,,지역구,,재선,
김회재,22,더불어민주당,,,,초선,
박영순,22,더불어민주당,,,,초선,
이장섭,22,더불어민주당,,,,초선,
신영대,22,더불어민주당,,지역구,,재선,
이종배,22,국민의힘,,지역구,,4선,
양이원영,22,더불어시민당,,,,초선,
구자근,22,국민의힘,,지역구,,재선,
이철규,22,국민의힘,,지역구,,3선,
이용빈,22,더불어민주당,,,,초선,
양금희,22,미래통합당,,,,초선,
김정호,22,더불어민주당,,지역구,,3선,
양향자,22,더불어민주당,,,,초선,
한무경,22,미래한국당,,,,초선,
정일영,22,더불어민주당,,지역구,,재선,
홍정민,22,더불어민주당,,,,초선,
김성원,22,국민의힘,,지역구,,3선,
김한정,22,더불어민주당,,,,재선,
최형두,22,국민의힘,,지역구,,재선,
송기헌,22,더불어민주당,,지역구,,3선,
박형수,22,국민의힘,,지역구,,재선,
박용진,22,더불어민주당,,,,재선,
김영배,22,더불어민주당,,지역구,,재선,
조수진,22,미래한국당,,,,초선,
이탄희,22,더불어민주당,,,,초선,
유상범,22,국민의힘,,지역구,,재선,
권칠승,22,더불어민주당,,지역구,,3선,
조정훈,22,국민의힘,,지역구,,재선,
김승원,22,더불어민주당,,지역구,,재선,
전주혜,22,미래한국당,,,,초선,
김의겸,22,열린민주당,,,,초선,
박범계,22,더불어민주당,,지역구,,4선,
소병철,22,더불어민주당,,,,초선,
박주민,22,더불어민주당,,지역구,,3선,
이용우,22,더불어민주당,,지역구,,초선,
김위상,22,국민의미래,,비례대표,,초선,
김태선,22,더불어민주당,,지역구,,초선,
우재준,22,국민의힘,,지역구,,초선,
박해철,22,더불어민주당,,지역구,,초선,
김소희,22,국민의미래,,비례대표,,초선,
박홍배,22,더불어민주연합,,비례대표,,초선,
조지연,22,국민의힘,,지역구,,초선,
정혜경,22,더불어민주연합,,비례대표,,초선,
이학영,22,더불어민주당,,지역구,,4선,
강득구,22,더불어민주당,,지역구,,재선,
김형동,22,국민의힘,,지역구,,재선,
임이자,22,국민의힘,,지역구,,3선,
박정,22,더불어민주당,,지역구,,3선,
김주영,22,더불어민주당,,지역구,,재선,
한민수,22,더불어민주당,,지역구,,초선,
이정헌,22,더불어민주당,,지역구,,초선,
박충권,22,국민의미래,,비례대표,,초선,
이훈기,22,더불어민주당,,지역구,,초선,
최수진,22,국민의미래,,비례대표,,초선,
김우영,22,더불어민주당,,지역구,,초선,
조인철,22,더불어민주당,,지역구,,초선,
신성범,22,국민의힘,,지역구,,3선,
황정아,22,더불어민주당,,지역구,,초선,
박정훈,22,국민의힘,,지역구,,초선,
노종면,22,더불어민주당,,지역구,,초선,
박민규,22,더불어민주당,,지역구,,초선,
김장겸,22,국민의미래,,비례대표,,초선,
이해민,22,조국혁신당,,비례대표,,초선,
이상휘,22,국민의힘,,지역구,,초선,
정동영,22,더불어민주당,,지역구,,5선,
이준석,22,개혁신당,,지역구,,초선,
김현,22,더불어민주당,,지역구,,재선,
조국,22,조국혁신당,,비례대표,,초선,
박선원,22,더불어민주당,,지역구,,초선,
임종득,22,국민의힘,,지역구,,초선,
유용원,22,국민의미래,,비례대표,,초선,
부승찬,22,더불어민주당,,지역구,,초선,
안규백,22,더불어민주당,,지역구,,5선,
추미애,22,더불어민주당,,지역구,,6선,
한기호,22,국민의힘,,지역구,,4선,
허영,22,더불어민주당,,지역구,,재선,
황희,22,더불어민주당,,지역구,,3선,
김민석,22,더불어민주당,,지역구,,4선,
강대식,22,국민의힘,,지역구,,재선,
김병주,22,더불어민주당,,지역구,,재선,
강선영,22,국민의미래,,비례대표,,초선,
박찬대,22,더불어민주당,,지역구,,3선,
이탄희,21,더불어민주당,,지역구,,초선,
곽상도,21,미래통합당,,지역구,,재선,
정찬민,21,미래통합당,,지역구,,초선,
김철민,21,더불어민주당,,지역구,,재선,
박찬대,21,더불어민주당,,지역구,,3선,
최기상,21,더불어민주당,,지역구,,재선,
김남국,21,더불어민주당,,지역구,,초선,
박범계,21,더불어민주당,,지역구,,4선,
장제원,21,미래통합당,,지역구,,3선,
송기헌,21,더불어민주당,,지역구,,3선,
유상범,21,미래통합당,,지역구,,재선,
조수진,21,미래한국당,,비례대표,,초선,
박주민,21,더불어민주당,,지역구,,3선,
윤희숙,21,미래통합당,,지역구,,초선,
추경호,21,미래통합당,,지역구,,3선,
김태흠,21,미래통합당,,지역구,,3선,
이광재,21,더불어민주당,,지역구,,3선,
전봉민,21,미래통합당,,지역구,,초선,
조해진,21,미래통합당,,지역구,,3선,
최강욱,21,열린민주당,,비례대표,,초선,
이영,21,미래한국당,,비례대표,,초선,
송영길,21,더불어민주당,,지역구,,5선,
윤호중,21,더불어민주당,,지역구,,5선,
윤두현,21,미래통합당,,지역구,,초선,
이인영,21,더불어민주당,,지역구,,5선,
이정문,21,더불어민주당,,지역구,,재선,
송재호,21,더불어민주당,,지역구,,초선,
이학영,21,더불어민주당,,지역구,,4선,
유동수,21,더불어민주당,,지역구,,3선,
진선미,21,더불어민주당,,지역구,,4선,
홍성국,21,더불어민주당,,지역구,,초선,
김영선,21,국민의힘,,지역구,,5선,
서영교,21,더불어민주당,,지역구,,4선,
민홍철,21,더불어민주당,,지역구,,4선,
박정하,21,국민의힘,,지역구,,재선,
박병석,21,더불어민주당,,지역구,,6선,
이원욱,21,더불어민주당,,지역구,,3선,
안철수,21,국민의힘,,지역구,,4선,
허숙정,21,더불어민주당,,비례대표,,초선,
이재명,21,더불어민주당,,지역구,,재선,
장동혁,21,국민의힘,,지역구,,재선,
김남희,22,더불어민주당,,지역구,,초선,
서영석,22,더불어민주당,,지역구,,재선,
박희승,22,더불어민주당,,지역구,,초선,
백혜련,22,더불어민주당,,지역구,,3선,
백종헌,22,국민의힘,,지역구,,재선,
서미화,22,더불어민주연합,,비례대표,,초선,
김선민,22,조국혁신당,,비례대표,,초선,
서명옥,22,국민의힘,,지역구,,초선,
소병훈,22,더불어민주당,,지역구,,3선,
안상훈,22,국민의미래,,비례대표,,초선,
이개호,22,더불어민주당,,지역구,,4선,
이수진,22,더불어민주당,,지역구,,재선,
최보윤,22,국민의미래,,비례대표,,초선,
장종태,22,더불어민주당,,지역구,,초선,
전진숙,22,더불어민주당,,지역구,,초선,
한지아,22,국민의미래,,비례대표,,초선,
이주영,22,개혁신당,,비례대표,,초선,
김윤,22,더불어민주연합,,비례대표,,초선,
남인순,22,더불어민주당,,지역구,,4선,
김예지,22,국민의미래,,비례대표,,재선,
강선우,22,더불어민주당,,지역구,,재선,
김미애,22,국민의힘,,지역구,,재선,
진선미,22,더불어민주당,,지역구,,4선,
김준혁,22,더불어민주당,,지역구,,초선,
고민정,22,더불어민주당,,지역구,,재선,
김대식,22,국민의힘,,지역구,,초선,
김민전,22,국민의미래,,비례대표,,초선,
김용태,22,국민의힘,,지역구,,초선,
박성준,22,더불어민주당,,지역구,,재선,
백승아,22,더불어민주연합,,비례대표,,초선,
정성국,22,국민의힘,,지역구,,초선,
정을호,22,더불어민주연합,,비례대표,,초선,
문정복,22,더불어민주당,,지역구,,재선,
김문수,22,더불어민주당,,지역구,,초선,
서지영,22,국민의힘,,지역구,,초선,
강경숙,22,조국혁신당,,비례대표,,초선,
박덕흠,22,국민의힘,,지역구,,4선,
조경태,22,국민의힘,,지역구,,6선,
윤준병,22,더불어민주당,,지역구,,재선,
주철현,22,더불어민주당,,지역구,,재선,
이만희,22,국민의힘,,지역구,,3선,
임미애,22,더불어민주연합,,비례대표,,초선,
이양수,22,국민의힘,,지역구,,3선,
임호선,22,더불어민주당,,지역구,,재선,
이병진,22,더불어민주당,,지역구,,초선,
이원택,22,더불어민주당,,지역구,,재선,
서천호,22,국민의힘,,지역구,,초선,
전종덕,22,더불어민주연합,,비례대표,,초선,
문금주,22,더불어민주당,,지역구,,초선,
김선교,22,국민의힘,,지역구,,재선,
문대림,22,더불어민주당,,지역구,,초선,
서삼석,22,더불어민주당,,지역구,,3선,
정희용,22,국민의힘,,지역구,,재선,
김윤덕,22,더불어민주당,,지역구,,3선,
배현진,22,국민의힘,,지역구,,재선,
민형배,22,더불어민주당,,지역구,,재선,
신동욱,22,국민의힘,,지역구,,초선,
박수현,22,더불어민주당,,지역구,,재선,
김재원,22,조국혁신당,,비례대표,,초선,
양문석,22,더불어민주당,,지역구,,초선,
정연욱,22,국민의힘,,지역구,,초선,
이기헌,22,더불어민주당,,지역구,,초선,
진종오,22,국민의미래,,비례대표,,초선,
조계원,22,더불어민주당,,지역구,,초선,
강유정,22,더불어민주연합,,비례대표,,초선,
김승수,22,국민의힘,,지역구,,재선,
박정하,22,국민의힘,,지역구,,재선,
임오경,22,더불어민주당,,지역구,,재선,
김교흥,22,더불어민주당,,지역구,,3선,
허성무,22,더불어민주당,,지역구,,초선,
고동진,22,국민의힘,,지역구,,초선,
김동아,22,더불어민주당,,지역구,,초선,
강승규,22,국민의힘,,지역구,,재선,
권향엽,22,더불어민주당,,지역구,,초선,
김한규,22,더불어민주당,,지역구,,재선,
서왕진,22,조국혁신당,,비례대표,,초선,
박지혜,22,더불어민주당,,지역구,,초선,
김원이,22,더불어민주당,,지역구,,재선,
나경원,22,국민의힘,,지역구,,5선,
곽상언,22,더불어민주당,,지역구,,초선,
박상웅,22,국민의힘,,지역구,,초선,
이재관,22,더불어민주당,,지역구,,초선,
이언주,22,더불어민주당,,지역구,,3선,
송재봉,22,더불어민주당,,지역구,,초선,
김종민,22,새로운미래,,지역구,,3선,
오세희,22,더불어민주연합,,비례대표,,초선,
정진욱,22,더불어민주당,,지역구,,초선,
주호영,22,국민의힘,,지역구,,6선,
허종식,22,더불어민주당,,지역구,,재선,
장철민,22,더불어민주당,,지역구,,재선,
서일준,22,국민의힘,,지역구,,재선,
박성민,22,국민의힘,,지역구,,재선,
박은정,22,조국혁신당,,비례대표,,초선,
이건태,22,더불어민주당,,지역구,,초선,
전현희,22,더불어민주당,,지역구,,3선,
장동혁,22,국민의힘,,지역구,,재선,
조배숙,22,국민의미래,,비례대표,,5선,
주진우,22,국민의힘,,지역구,,초선,
박균택,22,더불어민주당,,지역구,,초선,
곽규택,22,국민의힘,,지역구,,초선,
서영교,22,더불어민주당,,지역구,,4선,
